sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,xcs_pro,fact_no,product_left,aging
3287699,0.139809,12,0,0.46603,0.46603,0.46603,0.037282,0.177091,0.279618,0.46603,0.027962,0,0,0.99,0.98,0,0,0,0,1,0,0,21879,0,0
3287700,0.203984,8,0.007437,0.180611,0.424967,0.658698,0.027623,0.124303,0.300664,0.44409,0.086056,0,0,0.46,0.65,0,0,0,0,1,0,0,21880,0,0
3287702,0.976481,8,0,0,0,0,0,0.024412,0.097648,0.12206,0.146472,0,0,0.7669,0.763186,0,1,0,1,1,0,0,21881,0,0
3287703,0.914991,8,0,0,0,0,0,0.152499,0.152499,0.304997,0.152499,0,0,0.8,0.86,0,0,0,1,1,0,0,21882,0,0
3287704,0.555841,52,0,0,0.225341,0.450682,0,0.060091,0.375568,0.540819,0,0,0,0.45,0.63,0,0,0,0,1,0,0,21883,0,0
3287705,0.247703,8,0.019371,0.14088,0.281761,0.422641,0.058272,0.196933,0.417904,0.663283,0.060332,0,0,1,0.99,0,0,0,0,1,0,0,21884,0,0
3287706,1,8,0,0,0,0,0,0,0,0,0,0,0,0.44,0.64,0,0,0,0,1,0,0,21885,0,0
3287707,0.998064,8,0,0,0,0,0.00371,0.022262,0.037103,0.044523,0,0,0,0.72,0.63,0,0,0,1,1,0,0,21886,0,0
3287708,0.999923,8,0,0,0,0,0,0.001172,0.003907,0.011722,0,0,0,0.7669,0.763186,0,0,0,0,1,0,0,21887,0,0
3287709,0.993462,8,0,0,0,0,0.014398,0.058312,0.059752,0.076309,0.005759,0,0,0.7669,1,0,0,0,0,1,0,0,21888,0,0
3287710,0.998969,8,0,0,0,0,0.004108,0.008627,0.021875,0.038205,0.005546,0,0,0.98,0.96,0,0,0,0,1,0,0,21889,0,0
3287711,0.896258,4,0,0,0,0,0,0.128037,0.128037,0.384111,0.128037,0,0,0.22,0.15,0,1,0,0,1,0,0,21890,0,0
3287712,0.905753,4,0,0,0,0,0,0.139347,0.278693,0.278693,0.069673,0,0,0.22,0.15,0,1,0,0,1,0,0,21891,0,0
3287713,0.166893,2,0,0.236288,0.459386,0.678755,0.045594,0.1689,0.323463,0.32633,0.053337,0,0,0.5,0.72,0,0,0,0,1,0,0,21892,0,0
3287714,0.99846,8,0,0,0,0,0,0,0,0,0.05547,0,0,0.7669,0.28,0,1,0,1,1,0,0,21893,0,0
3287715,0.146416,4,0.009328,0.215209,0.393695,0.572181,0.059057,0.185,0.355973,0.531259,0.055743,0,0,0.98,0.96,0,0,0,0,1,0,0,21894,0,0
3287716,0.257717,4,0.094651,0.451079,0.451079,0.451079,0.04789,0.147428,0.309666,0.4386,0.043755,0,0,0.98,0.96,0,0,0,0,1,0,0,21895,0,0
3287717,0.200507,4,0.002761,0.25883,0.51766,0.51766,0.043483,0.142529,0.296101,0.49402,0.054009,0,0,0.98,0.96,0,0,0,0,1,0,0,21896,0,0
3287718,0.880849,4,0.005457,0,0,0,0.017929,0.108352,0.229956,0.396772,0.041314,0,0,0.98,0.96,0,0,0,0,1,0,0,21897,0,0
3287719,0.932047,2,0.009905,0,0,0,0.021097,0.10093,0.210379,0.275454,0.020602,0,0,1,0.85,0,0,0,0,1,0,0,21898,0,0
3287720,0.73962,2,0,0,0,0,0.068404,0.24369,0.389049,0.48738,0,0,0,1,1,0,0,0,0,1,0,0,21899,0,0
3287721,0.999954,8,0,0,0,0,0,0.003039,0.006079,0.006079,0.003039,0,0,0.99,0.99,0,0,0,0,1,0,0,21900,0,0
3287722,0.999553,8,0,0,0,0,0,0.015723,0.017969,0.017969,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21901,0,0
3287723,0.162196,12,0.274486,0,0.249533,0.249533,0.049907,0.199626,0.461635,0.711168,0.11229,0,0,0.73,0.79,0,0,0,1,1,0,0,21902,0,0
3287724,0.131804,8,0,0.329511,0.329511,0.659022,0.032951,0.065902,0.329511,0.461316,0.065902,0,0,0.06,0.21,0,0,0,0,1,0,0,21903,0,0
3287725,0.316228,12,0,0,0,0,0,0,0.632456,0.632456,0.316228,0,0,0.73,0.79,0,1,0,0,1,0,0,21904,0,0
3287726,1,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,1,0,0,1,0,0,21905,0,0
3287727,0.59588,12,0,0,0,0,0,0,0.425628,0.681005,0,0,0,0.73,0.79,0,0,0,0,1,0,0,21906,0,0
3287728,0.580381,16,0.018137,0,0.126958,0.253917,0,0.181369,0.380875,0.634792,0.036274,0,0,0.66,0.64,0,0,0,0,1,0,0,21907,0,0
3287729,1,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21908,0,0
3287730,0.044598,8,0,0.356784,0.356784,0.713567,0.044598,0.142713,0.276507,0.367487,0.019623,0,0,0.06,0.21,0,0,0,0,1,0,0,21909,0,0
3287731,0.097168,8,0,0.194335,0.38867,0.583005,0.072876,0.223485,0.340086,0.534422,0.072876,0,0,0.66,0.64,0,0,0,1,1,0,0,21910,0,0
3287732,0.548821,8,0,0,0,0,0,0.109764,0.439057,0.548821,0.439057,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21911,0,0
3287733,0.993884,52,0,0,0,0,0,0,0,0,0.110432,0,0,0.7669,0.763186,0,1,0,0,0,0,0,21912,0,0
3287734,0.072245,8,0.106892,0.163656,0.322889,0.464429,0.078142,0.256542,0.420935,0.622188,0.019904,0,0,0.55,0.4,0,0,0,0,1,0,0,21913,0,0
3287735,0.995964,17,0,0,0,0,0,0.025108,0.041847,0.075325,0,0,0,0.98,0.99,0,0,0,0,1,0,0,21914,0,0
3287736,0.999972,10,0,0,0,0,0,0.000675,0.002925,0.006863,0.000675,0,0,0.7669,0.763186,0,0,0,0,1,0,0,21915,0,0
3287737,0.805664,8,0,0,0,0,0,0.054437,0.269462,0.514427,0.10343,0,0,0.7669,0.763186,0,0,0,0,1,0,0,21916,0,0
3287738,0.942542,8,0,0,0,0,0.033662,0.117818,0.15148,0.235635,0.134649,0,0,0.98,0.93,0,0,0,0,1,0,0,21917,0,0
3287739,0.504486,8,0,0,0,0,0.041351,0.219162,0.384567,0.719512,0.173675,0,0,0.7669,0.763186,0,0,0,1,0,0,0,21918,0,0
3287740,0.145815,5,0.025216,0.17761,0.367279,0.516383,0.032891,0.138141,0.35193,0.632597,0.028505,0,0,0.73,0.7,0,0,0,0,1,0,0,21919,0,0
3287741,0.729325,8,0,0,0,0,0,0,0.437595,0.437595,0.29173,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21920,0,0
3287742,0.293158,8,0,0,0,0,0.097719,0.195439,0.57003,0.732895,0.065146,0,0,0.7669,0.763186,0,0,0,0,0,0,0,21921,0,0
3287744,0.816497,8,0,0,0,0,0,0,0,0.408248,0.408248,0,0,0.83,0.72,0,0,0,0,1,0,0,21922,0,0
3287745,0.938147,8,0.006296,0,0,0,0.044074,0.088148,0.182592,0.258148,0.100741,0,0,0,0,0,0,0,0,1,0,0,21923,0,0
3287746,1,8,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,1,0,0,21924,0,0
3287747,1,17,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0,21925,0,0
3287752,0.818488,8,0.023972,0,0,0,0.034246,0.123287,0.270546,0.42123,0.249999,0,0,1,0.99,0,0,0,0,1,0,0,21926,0,0
3287753,0.827034,8,0.040808,0,0,0,0.040808,0.157789,0.293815,0.446163,0.048969,0,0,0.81,0.56,0,0,0,0,1,0,0,21927,0,0
3287754,-0.092913,12,0,0.408154,0.408154,0.487794,0.008296,0.310263,0.33681,0.433041,0.073003,0,0,0,0,0.132733,0,0,0,1,0,0,21928,0,0
3287755,0.999815,13,0,0,0,0,0,0,0,0,0.019227,0,0,0.92,0.96,0,1,0,0,0,0,0,21929,0,0
3287756,0.131337,8,0.01214,0.280333,0.592672,0.592672,0.022073,0.114782,0.215216,0.373041,0.048562,0,0,1,1,0,0,0,0,1,0,0,21930,0,0
3287757,-0.163641,12,0,0.378419,0.450012,0.521604,0,0.102275,0.398874,0.398874,0,0,0,0.73,0.7,0.163641,0,0,0,1,0,0,21931,0,0
3287758,0.021577,12,0,0.237343,0.453108,0.668874,0.043153,0.215766,0.302072,0.388379,0,0,0,0.73,0.79,0,0,0,0,1,0,1,21932,246,36
3287759,0.330374,14,0.006742,0,0.224744,0.449488,0.042701,0.157321,0.373075,0.640521,0.249466,0,0,0.6,0.53,0,0,0,0,1,0,0,21933,0,0
3287760,0.990543,8,0,0,0,0,0.007988,0.039941,0.063906,0.111835,0.023965,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21934,0,0
3287761,0.087491,8,0,0.145818,0.19248,0.309134,0.011665,0.122487,0.577439,0.699926,0,0,0,1,0.92,0,0,0,0,1,0,0,21935,0,0
3287762,0.050702,8,0,0.202808,0.354914,0.50702,0.152106,0.25351,0.405616,0.557722,0.101404,0,0,0.54,0.73,0,0,0,0,1,0,0,21936,0,0
3287763,0.999788,8,0,0,0,0,0,0,0,0,0.020614,0,0,0,0.25,0,0,0,1,0,0,0,21937,0,0
3287764,0.952579,12,0,0,0,0,0,0,0.136083,0.272166,0,0,0,0.11,0.13,0,0,0,0,1,0,0,21938,0,0
3287766,0.136021,8,0,0.194757,0.392606,0.547175,0.058736,0.176209,0.383332,0.547175,0.095833,0,0,0.97,0.99,0,0,0,0,1,0,0,21939,0,0
3287767,0.991454,9,0,0,0,0,0.065227,0.065227,0.065227,0.065227,0,0,0,0.85,0.82,0,0,0,0,1,0,0,21940,0,0
3287768,0.997543,2,0,0,0,0,0.007864,0.026586,0.041939,0.048679,0.00337,0,0,0.98,0.98,0,0,0,0,1,0,0,21941,0,0
3287769,0,8,0,0.351123,0.468165,0.585206,0.117041,0.234082,0.351123,0.351123,0,0,0,1,1,0,0,0,0,1,0,1,21942,325,31
3287770,0.10413,2,0.011769,0.376097,0.376097,0.752195,0.029167,0.106177,0.194445,0.298831,0.033004,0,0,0.98,0.99,0,0,0,0,1,0,0,21943,0,0
3287771,0.182771,8,0,0.160838,0.324601,0.464968,0.029243,0.193006,0.364079,0.666747,0.062873,0,0,0.88,0.91,0,0,0,0,1,0,0,21944,0,0
3287773,0.994584,12,0,0,0,0,0.013532,0.054127,0.054127,0.067659,0.013532,0,0,0.7669,1,0,0,0,0,1,0,0,21945,0,0
3287774,0.362976,9,0,0.038208,0.267456,0.534913,0.019104,0.076416,0.324768,0.630433,0,0,0,0.7,0.66,0,0,0,0,1,0,0,21946,0,0
3287775,0.379106,4,0.162474,0.216632,0.433264,0.676975,0.013539,0.135395,0.189553,0.284329,0.040618,0,0,0.81,0.91,0,0,0,0,1,0,0,21947,0,0
3287776,0.707107,2,0,0,0,0,0,0.353553,0.353553,0.353553,0.353553,0,0,0.61,0.68,0,1,0,0,1,0,0,21948,0,0
3287778,0.999614,2,0,0,0,0,0,0,0,0,0.027767,0,0,1,0.79,0,0,0,0,1,0,0,21949,0,0
3287779,0.999308,9,0,0,0,0,0,0,0.026298,0.026298,0,0,0,0.94,0.83,0,1,0,0,1,0,0,21950,0,0
3287780,0.974481,2,0,0,0,0,0,0.055685,0.139212,0.167054,0,0,0,0.99,0.99,0,0,0,0,1,0,0,21951,0,0
3287781,0.1875,2,0,0.0625,0.25,0.375,0.0625,0.1875,0.375,0.75,0.125,0,0,0.97,0.9,0,0,0,0,1,0,0,21952,0,0
3287782,0.163984,2,0.20498,0.163984,0.327968,0.491952,0,0.20498,0.286972,0.655936,0,0,0,0,0,0,0,0,0,1,0,0,21953,0,0
3287783,0.801784,4,0,0,0,0,0,0,0.267261,0.534522,0,0,0,0.73,0.78,0,0,0,0,1,0,0,21954,0,0
3287784,0.110154,3,0.027308,0.183334,0.396277,0.553684,0.058912,0.23703,0.374492,0.535887,0.053236,0,0,1,0.95,0,0,0,0,1,0,0,21955,0,0
3287785,0.008709,2,0.130632,0.130632,0.261265,0.391897,0.087088,0.191594,0.461568,0.696707,0.034835,0,0,0.98,0.95,0,0,0,0,1,0,0,21956,0,0
3287786,0.402911,9,0,0,0.080582,0.161165,0.161165,0.161165,0.322329,0.805823,0,0,0,0.94,0.83,0,1,0,0,1,0,0,21957,0,0
3287787,0.043492,2,0.036243,0.253703,0.507405,0.761108,0.069768,0.148597,0.179404,0.191183,0,0,0,0.97,0.92,0,1,0,1,1,0,0,21958,0,0
3287788,0.544279,8,0.158016,0.158016,0.316033,0.316033,0.043893,0.175574,0.342369,0.5355,0.13168,0,0,0.86,0.67,0,0,0,0,1,0,0,21959,0,0
3287789,0.985329,9,0,0,0,0,0,0.098533,0.098533,0.098533,0,0,0,0.94,0.83,0,1,0,0,1,0,0,21960,0,0
3287790,0.98387,9,0,0,0,0,0,0,0,0.178885,0,0,0,0.94,0.83,0,1,0,0,1,0,0,21961,0,0
3287791,0.355784,2,0,0.071157,0.284627,0.569254,0.071157,0.21347,0.355784,0.533676,0.035578,0,0,0,0,0,0,0,0,1,0,0,21962,0,0
3287792,0.94388,9,0,0,0,0,0,0.13484,0.13484,0.26968,0,0,0,0.94,0.83,0,1,0,0,1,0,0,21963,0,0
3287793,0.991725,8,0,0,0,0,0,0,0.090157,0.090157,0.015026,0,0,0.93,0.87,0,1,0,0,1,0,0,21964,0,0
3287794,0.193207,2,0,0,0,0,0.04532,0.226601,0.493752,0.815765,0.002385,0,0,0.7669,0.763186,0,0,0,0,1,0,0,21965,0,0
3287795,0.995574,12,0,0,0,0,0.022627,0.022627,0.056567,0.06788,0,0,0,0.94,0.87,0,0,0,1,1,0,0,21966,0,0
3287796,1,52,0,0,0,0,0,0,0,0,0,0,0,0.94,0.87,0,1,0,0,0,0,0,21967,0,0
3287797,0.980228,12,0,0,0,0,0.047816,0.05977,0.095632,0.155402,0,0,0,0.94,0.87,0,0,0,0,1,0,0,21968,0,0
3287798,0.999216,12,0,0,0,0,0,0.009828,0.019657,0.032761,0.003276,0,0,0.57,0.68,0,0,0,0,1,0,0,21969,0,0
3287799,0.093131,2,0.040014,0.206854,0.376267,0.547553,0.076283,0.203344,0.348188,0.577037,0.064583,0,0,1,0.99,0,0,0,0,1,0,0,21970,0,0
3287800,0.002772,8,0,0.42413,0.640354,0.640354,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,1,0,0,21971,0,0
3287801,0.995795,8,0,0,0,0,0,0,0.020746,0.051864,0.07261,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21972,0,0
3287802,0.334401,2,0.149242,0.147602,0.295204,0.590408,0.047397,0.143502,0.338665,0.514475,0.078557,0,0,1,1,0,0,0,0,1,0,0,21973,0,0
3287803,1,8,0,0,0,0,0,0,0,0,0,0,0,0.83,0.86,0,1,0,0,1,0,0,21974,0,0
3287804,0.157604,8,0,0.170455,0.340911,0.568184,0.036526,0.179925,0.372702,0.574949,0.06223,0,0,0.99,0.98,0,0,0,0,1,0,0,21975,0,0
3287805,0.792854,52,0.014682,0,0,0,0.014682,0.124801,0.300991,0.499204,0.124801,0,0,0.22,0.16,0,1,0,0,1,0,0,21976,0,0
3287806,0.995037,8,0,0,0,0,0,0,0,0,0.099504,0,0,0.94,0.8,0,0,0,1,0,0,0,21977,0,0
3287807,0.301511,8,0,0,0.301511,0.904534,0,0,0,0,0,0,0,1,0.98,0,0,0,0,1,0,0,21978,0,0
3287808,0.815598,12,0,0,0,0,0.035461,0.106382,0.265956,0.496451,0.070922,0,0,1,1,0,0,0,0,1,0,0,21979,0,0
3287809,0.980196,12,0,0,0,0,0,0,0.140028,0.140028,0,0,0,0.98,0.98,0,0,0,0,1,0,0,21980,0,0
3287810,0.926296,8,0,0,0,0,0.027244,0.076283,0.168913,0.326928,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21981,0,0
3287811,1,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0,21982,0,0
3287812,0.99699,8,0,0,0,0,0,0.024516,0.032688,0.065376,0.008172,0,0,0.7669,1,0,0,0,0,1,0,0,21983,0,0
3287813,0.983674,8,0,0,0,0,0,0,0.05621,0.16863,0.028105,0,0,0.98,0.99,0,1,0,1,1,0,0,21984,0,0
3287814,0.998877,52,0,0,0,0,0,0,0.026286,0.039429,0,0,0,0.99,0.94,0,1,0,0,1,0,0,21985,0,0
3287815,0.388514,8,0,0.194257,0.388514,0.485643,0,0,0.291386,0.582772,0,0,0,0.9,0.94,0,0,0,0,1,0,0,21986,0,0
3287816,0.999923,8,0,0,0,0,0,0.006896,0.006896,0.006896,0.003448,0,0,1,0.98,0,0,0,0,1,0,0,21987,0,0
3287817,1,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0,21988,0,0
3287818,0.707107,8,0,0,0,0,0,0,0,0.707107,0,0,0,1,1,0,0,0,0,1,0,0,21989,0,0
3287819,0.129397,8,0.016175,0.185038,0.364252,0.520176,0.049818,0.185685,0.381721,0.597814,0.073756,0,0,0.82,0.91,0,0,0,0,1,0,0,21990,0,0
3287820,0.87017,8,0,0,0,0,0.063285,0.12657,0.25314,0.395532,0.047464,0,0,0.95,0.95,0,1,0,0,1,0,0,21991,0,0
3287821,1,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.95,0,0,0,0,1,0,0,21992,0,0
3287822,1,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,21993,0,0
3287823,1,8,0,0,0,0,0,0,0,0,0,0,0,0.59,0.71,0,0,0,0,1,0,0,21994,0,0
3287824,0.99349,8,0,0,0,0,0,0,0,0.080553,0.080553,0,0,1,0.99,0,1,0,0,1,0,0,21995,0,0
3287825,0.316256,8,0.01506,0.090359,0.316256,0.451794,0.03514,0.135538,0.436734,0.607412,0.090359,0,0,0.9,0.86,0,0,0,0,1,0,0,21996,0,0
3287826,0.020978,8,0.006293,0.444724,0.444724,0.444724,0.081812,0.207678,0.32725,0.499266,0,0,0,0,0.1,0,0,0,0,1,0,0,21997,0,0
3287827,0.83205,8,0,0,0,0,0,0,0,0,0.5547,0,0,0.98,0.99,0,0,0,0,0,0,0,21998,0,0
3287828,0,8,0,0,0,0,0,0,0,0,0,0,0,0.78,0.75,0,0,0,0,1,0,0,21999,0,0
3287829,0.235521,8,0,0.196267,0.392534,0.588802,0.078507,0.196267,0.314027,0.510295,0.039253,0,0,0.97,0.98,0,0,0,0,1,0,0,22000,0,0
3287830,0.275046,8,0.137523,0.275046,0.412568,0.550091,0.034381,0.206284,0.378188,0.412568,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22001,0,0
3287831,0.569501,8,0,0.1675,0.1675,0.335001,0.075375,0.18425,0.385251,0.552751,0.11725,0,0,1,0.99,0,0,0,0,1,0,0,22002,0,0
3287832,0.085227,8,0.060452,0.322409,0.487577,0.58833,0.064416,0.150964,0.260636,0.45091,0.055497,0,0,0.71,0.77,0,0,0,0,1,0,0,22003,0,0
3287833,0.35427,8,0,0.08435,0.1687,0.42175,0.042175,0.160265,0.472359,0.632624,0.10122,0,0,0.88,0.89,0,0,0,1,1,0,0,22004,0,0
3287834,0.845408,8,0,0,0,0,0.01936,0.122616,0.25814,0.438838,0.103256,0,0,0.7669,0.763186,0,1,0,0,1,0,0,22005,0,0
3287835,0.27735,8,0,0.27735,0.5547,0.5547,0,0.27735,0.27735,0.27735,0,0,0,0.99,0.99,0,0,0,0,1,0,1,22006,200,21
3287836,0.878114,10,0,0,0,0,0.109764,0.109764,0.109764,0.439057,0,0,0,0.89,0.9,0,0,0,0,1,0,0,22007,0,0
3287837,1,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22008,0,0
3287838,0.342244,9,0,0,0.15342,0.306839,0.094412,0.224229,0.413053,0.731694,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22009,0,0
3287839,1,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0,22010,0,0
3287840,0.95354,52,0,0,0,0,0.007335,0.051344,0.132029,0.234717,0.124694,0,0,0.93,0.96,0,1,0,0,1,0,0,22011,0,0
3287841,0.420544,8,0,0.229388,0.229388,0.458776,0.076463,0.184785,0.344082,0.567098,0.165669,0,0,1,0.97,0,0,0,0,1,0,0,22012,0,0
3287842,1,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.57,0,0,0,0,1,0,0,22013,0,0
3287843,0.178548,8,0.015518,0.155801,0.344258,0.528227,0.056244,0.173843,0.393086,0.595814,0.056338,0,0,0.96,0.96,0,0,0,0,1,0,0,22014,0,0
3287844,1,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22015,0,0
3287845,0.995547,52,0,0,0,0,0,0.020153,0.044336,0.080611,0.004031,0,0,0.97,0.97,0,1,0,0,1,0,0,22016,0,0
3287846,1,2,0,0,0,0,0,0,0,0,0,0,0,0.7,0.77,0,0,0,0,1,0,0,22017,0,0
3287847,0.354677,8,0,0.030185,0.199977,0.365996,0.049051,0.173565,0.411274,0.701807,0.07169,0,0,0.97,0.98,0,0,0,0,1,0,0,22018,0,0
3287848,1,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,22019,0,0
3287849,0.883452,9,0,0,0,0,0.110432,0.220863,0.220863,0.331295,0,0,0,0.99,0.99,0,0,0,0,1,0,0,22020,0,0
3287850,0.059405,8,0.032672,0.187124,0.33606,0.483086,0.050812,0.180017,0.410952,0.639553,0.03437,0,0,0.92,0.94,0,0,0,0,1,0,0,22021,0,0
3287851,0.999568,8,0,0,0,0,0,0,0,0.029399,0,0,0,0.7669,0.763186,0,1,0,0,1,0,0,22022,0,0
3287852,0.452267,8,0,0,0.150756,0.301511,0.150756,0.301511,0.452267,0.603023,0,0,0,0.91,0.95,0,0,0,0,1,0,0,22023,0,0
3287853,0.998458,8,0,0,0,0,0,0,0.021864,0.051016,0,0,0,0.7669,0.763186,0,1,0,1,1,0,0,22024,0,0
3287854,0.867722,8,0,0,0,0,0,0,0.108465,0.433861,0.21693,0,0,0.98,0.99,0,1,0,0,1,0,0,22025,0,0
3287855,0.937043,8,0,0,0,0,0,0,0,0.156174,0.312348,0,0,0.7669,0.763186,0,0,0,0,1,0,0,22026,0,0
3287856,1,8,0,0,0,0,0,0,0.000548,0.000548,0.000274,0,0,0.06,0.21,0,0,0,1,1,0,0,22027,0,0
3287857,0.419029,12,0,0.214387,0.214387,0.428774,0.082831,0.224132,0.370305,0.584691,0.112066,0,0,0.57,0.68,0,0,0,1,1,0,0,22028,0,0
3287858,0.358202,9,0.005045,0,0,0.50451,0.151353,0.282526,0.428834,0.565052,0.105947,0,0,0.92,0.96,0,0,0,0,1,0,0,22029,0,0
3287859,-0.102396,9,0,0.262134,0.368627,0.508909,0.022527,0.267254,0.381938,0.544748,0.029695,0,0,0.58,0.45,0.102396,1,0,0,0,0,0,22030,0,0
3287860,0.168216,8,0,0,0,0,0.067286,0.201859,0.521469,0.807436,0.050465,0,0,0.7669,0.763186,0,0,0,0,0,0,0,22031,0,0
3287861,0.722315,13,0,0,0,0,0,0,0.240772,0.240772,0.601929,0,0,0.95,0.97,0,1,0,0,1,0,0,22032,0,0
3287862,0.318788,8,0.637577,0,0,0,0,0.127515,0.382546,0.573819,0,0,0,0.64,0.48,0,0,0,0,1,0,0,22033,0,0
3287863,0.76324,8,0,0,0,0,0.039141,0.215273,0.332694,0.508827,0,0,0,0.21,0.32,0,0,0,0,1,0,1,22034,456,5
3287864,0,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0,22035,0,0
3287865,0.922462,8,0,0,0,0,0.031809,0.109886,0.190854,0.297848,0.104102,0,0,0.72,0.6,0,0,0,0,1,0,0,22036,0,0
3287866,0.684105,8,0,0,0,0,0.061394,0.140329,0.359594,0.60517,0.114018,0,0,0.98,0.97,0,0,0,0,1,0,0,22037,0,0
3287867,0.286834,8,0.055773,0.143417,0.286834,0.478057,0.075692,0.191223,0.406349,0.605539,0.095611,0,0,0.95,0.97,0,0,0,0,1,0,0,22038,0,0
3287868,0.294232,8,0,0,0.336265,0.336265,0.084066,0.210166,0.420331,0.67253,0.084066,0,0,0.74,0.71,0,0,0,0,1,0,0,22039,0,0
3287869,0.997861,8,0,0,0,0,0,0.009155,0.045773,0.045773,0,0,0,0.7669,0.763186,0,1,0,1,1,0,0,22040,0,0
3287870,0.7698,8,0,0,0,0,0,0,0.19245,0.57735,0.19245,0,0,0.94,0.94,0,0,0,0,1,0,0,22041,0,0
3287871,0.114238,8,0.003939,0.262616,0.525233,0.525233,0.038079,0.152318,0.319079,0.488467,0.03414,0,0,0.85,0.85,0,0,0,0,1,0,0,22042,0,0
3287872,0.179569,8,0.027043,0.268271,0.496518,0.550064,0.015685,0.060036,0.247177,0.52897,0.034616,0,0,0.98,0.92,0,0,0,0,1,0,0,22043,0,0
3287873,0.999682,8,0,0,0,0,0,0.004513,0.01354,0.02031,0.004513,0,0,0.92,0.95,0,0,0,0,1,0,0,22044,0,0
3287874,0.994447,8,0,0,0,0,0,0.039778,0.039778,0.039778,0.079556,0,0,0.7669,0.763186,0,1,0,0,0,0,0,22045,0,0
3287875,0.474848,8,0,0,0.154005,0.30801,0.051335,0.171116,0.434208,0.641687,0.154005,0,0,0.88,0.94,0,0,0,0,1,0,0,22046,0,0
3287876,1,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,1,0,0,1,0,0,22047,0,0
3287877,0.999512,8,0,0,0,0,0,0,0,0,0.031235,0,0,0.98,0.98,0,0,0,0,1,0,0,22048,0,0
3287878,1,8,0,0,0,0,0,0,0,0,0,0,0,0.37,0.34,0,0,0,1,1,0,0,22049,0,0
3287879,0.173458,2,0.053099,0.212398,0.318597,0.530994,0.106199,0.223018,0.375236,0.573474,0.088499,0,0,0.94,0.95,0,0,0,0,1,0,0,22050,0,0
3287880,0.732601,12,0.005171,0,0,0,0.058608,0.187891,0.339582,0.549882,0.082741,0,0,0.92,0.9,0,0,0,1,1,0,0,22051,0,0
3287881,0.299158,2,0.19015,0.191789,0.383578,0.383578,0.0418,0.171299,0.390135,0.596676,0.06311,0,0,0.76,0.81,0,0,0,0,1,0,0,22052,0,0
3287882,0.521575,8,0,0,0.154541,0.309081,0.028976,0.144882,0.376693,0.656798,0.115906,0,0,0.99,0.99,0,0,0,1,1,0,0,22053,0,0
3287883,0.292857,8,0,0,0.292857,0.292857,0.067582,0.225274,0.461812,0.687087,0.045055,0,0,0.98,0.98,0,0,0,1,1,0,0,22054,0,0
3287884,0.821995,12,0,0,0,0.164399,0,0.164399,0.164399,0.493197,0,0,0,0.75,0.67,0,0,0,1,1,0,0,22055,0,0
3287885,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0.98,0,0,0,0,1,0,0,22056,0,0
3287886,0,9,0.138013,0.20702,0.345033,0.552052,0.069007,0.20702,0.483046,0.483046,0,0,0,0.7,0.77,0,0,0,0,1,0,0,22057,0,0
3287888,0,9,0,0.288675,0.3849,0.481125,0.19245,0.19245,0.481125,0.481125,0,0,0,0.93,0.78,0,0,0,0,1,0,0,22058,0,0
3287889,1,8,0,0,0,0,0,0,0,0,0,0,0,0.7669,0.763186,0,1,0,1,1,0,0,22059,0,0
3287890,0.707107,12,0,0,0,0,0,0,0,0,0.707107,0,0,0.99,0.99,0,0,0,0,1,0,0,22060,0,0
