sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,xcs_pro
1113776,36,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1113777,262,2,303,267,598,919,122,328,685,1024,56,No,0,0.97,0.99,0,No,No,No,Yes,No,No
1113778,194,4,120,229,592,992,77,362,667,1067,67,No,0,0.79,0.66,0,No,No,No,Yes,No,No
1113779,38,8,0,0,0,0,0,0,1,1,0,No,0,0.48,0.53,0,No,No,No,Yes,No,No
1113780,13,6,2,0,0,0,11,20,24,99,1,No,0,0.83,0.78,0,No,No,No,Yes,No,No
1113781,4,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1113782,9,8,0,0,0,0,0,0,1,2,0,No,0,0.82,0.78,0,No,No,No,Yes,No,No
1113783,411,12,316,792,1656,3312,425,1771,3565,4510,396,No,144,0.75,0.81,0,No,No,No,Yes,No,No
1113784,5,8,4,0,0,2,0,0,4,8,1,No,0,0.93,0.96,0,No,No,No,Yes,No,No
1113785,-8,8,0,13,15,18,1,5,6,12,3,No,0,0.43,0.46,8,No,No,No,Yes,No,No
1113786,1,8,0,0,0,0,0,0,0,1,1,No,0,0.43,0.46,0,Yes,No,No,Yes,No,No
1113787,63,8,5,44,135,243,20,74,156,221,15,No,9,0.43,0.46,0,No,No,No,Yes,No,No
1113788,1,8,0,0,0,0,0,0,0,0,1,No,0,0.43,0.46,0,Yes,No,No,Yes,No,No
1113789,275,8,216,476,998,1520,203,570,1126,1736,122,No,4,0.43,0.46,0,No,No,No,Yes,No,No
1113790,633,12,0,0,0,0,1,3,23,69,0,No,0,0.37,0.5,0,No,No,No,Yes,No,No
1113791,11,2,0,0,0,0,0,0,0,0,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1113792,46,2,0,0,0,0,0,0,1,1,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1113793,11,2,6,14,34,54,2,7,14,25,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1113794,497,2,28,31,310,527,85,229,427,728,52,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1113795,10,2,0,0,0,0,0,0,1,6,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1113796,5,2,0,0,0,0,0,0,0,0,0,No,0,0.66,0.6,0,No,No,No,Yes,No,No
1113797,3,8,0,5,9,13,0,2,6,10,0,No,0,0.72,0.77,0,No,No,No,Yes,No,No
1113798,10,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1113799,4317,8,432,0,241,984,241,850,1625,2115,171,No,0,0.69,0.59,0,No,No,No,Yes,No,No
1113800,49,8,0,0,0,0,0,0,0,0,0,No,0,0.64,0.8,0,No,No,No,Yes,No,No
1113801,12,8,0,15,35,39,3,5,5,5,0,No,0,0.92,0.75,0,No,No,No,Yes,No,No
1113802,0,2,0,1,1,1,0,0,0,0,0,No,0,0.75,0.74,0,Yes,No,Yes,No,No,No
1113803,-6,8,20,10,10,10,36,36,36,36,0,No,0,1,0.99,6,No,No,No,Yes,No,No
1113804,311,8,0,0,0,0,5,17,46,82,0,No,0,1,1,0,No,No,Yes,Yes,No,No
1113805,330,8,0,121,389,552,93,302,740,1240,123,No,0,0.94,0.95,0,No,No,No,Yes,No,No
1113806,9,8,0,0,0,0,0,0,0,0,0,No,0,0.15,0.34,0,No,No,No,Yes,No,No
1113807,4,8,0,0,0,0,0,1,1,2,0,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1113808,1,9,0,1,1,2,0,1,1,3,0,No,0,0.99,0.85,0,No,No,No,Yes,No,No
1113809,0,9,0,0,0,0,0,0,0,0,1,No,0,0.69,0.68,0,Yes,No,Yes,Yes,No,No
1113810,1,9,0,0,0,0,0,0,0,1,2,No,0,0.69,0.68,0,No,No,Yes,Yes,No,No
1113811,33,2,320,260,500,620,235,342,523,705,144,No,0,0.93,0.86,10,No,No,No,Yes,No,No
1113812,45,8,0,0,0,0,0,0,0,0,0,No,0,0.95,0.94,0,No,No,No,Yes,No,No
1113813,1,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1113814,6,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1113815,8,9,0,0,0,0,2,6,8,9,0,No,0,0.99,0.85,0,No,No,Yes,Yes,No,No
1113816,196,9,144,492,948,1368,171,496,982,1515,183,No,0,1,0.99,0,No,No,No,Yes,No,No
1113817,87,8,22,60,132,204,33,92,197,293,39,No,0,0.98,0.97,0,No,No,No,Yes,No,No
1113818,13,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,Yes,Yes,No,No
1113819,16,8,0,0,0,0,0,0,0,0,0,No,0,1,1,0,No,No,Yes,Yes,No,No
1113820,9,8,0,0,0,0,1,2,2,2,1,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1113821,12,8,0,6,12,21,1,6,17,24,0,No,0,0.82,0.87,0,No,No,No,Yes,No,No
1113822,2,8,0,0,1,2,1,1,3,4,1,No,0,0.74,0.76,0,No,No,No,Yes,No,No
1113823,7,8,0,0,0,0,0,0,0,0,1,No,0,0.93,0.95,0,No,No,No,Yes,No,No
1113824,93,8,0,0,0,0,6,21,51,75,5,No,0,0.97,0.95,0,No,No,No,Yes,No,No
1113825,0,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.95,0,No,No,No,Yes,No,No
1113827,530,8,0,0,0,0,0,0,0,0,0,No,0,0.5,0.8,0,No,No,No,Yes,No,No
1113828,5,2,2,0,0,0,0,0,0,0,1,No,0,0.93,0.96,0,Yes,No,Yes,Yes,No,No
1113829,72,2,0,0,0,0,0,0,3,3,2,No,0,0.94,0.88,0,No,No,No,Yes,No,No
1113830,7,2,0,0,0,0,1,1,4,7,1,No,0,0.95,0.97,0,No,No,No,Yes,No,No
1113831,61,8,8,32,75,115,11,32,83,126,36,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1113832,20,9,0,0,0,0,0,0,0,0,1,No,0,0.69,0.68,0,Yes,No,No,Yes,No,No
1113833,2,9,0,0,0,0,0,0,0,0,1,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1113834,619,2,294,930,2092,3225,464,1115,2412,3791,310,No,0,0.52,0.53,0,No,No,No,Yes,No,No
1113835,12,2,0,18,36,54,1,15,28,37,0,No,0,0.75,0.74,0,No,No,Yes,Yes,No,No
1113836,21,,0,0,0,0,0,3,6,8,9,No,0,-99,-99,0,No,No,No,Yes,No,No
1113837,0,8,0,0,0,0,0,0,0,0,0,No,0,0.92,0.75,0,No,No,Yes,Yes,No,No
1113838,456,8,10,156,475,896,58,375,463,463,90,No,0,0.86,0.88,0,No,No,No,Yes,No,No
1113839,2,9,0,0,0,0,0,0,0,0,0,No,0,0.67,0.8,0,No,No,No,Yes,No,No
1113840,12,12,0,12,20,36,8,17,27,28,0,No,0,0.92,0.75,0,No,No,No,Yes,No,No
1113841,8256,3,0,864,5424,12720,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1113842,40,8,0,0,0,0,0,5,9,10,1,No,0,1,0.99,0,No,No,No,Yes,No,No
1113843,83,8,40,80,176,264,34,77,193,284,31,No,0,0.45,0.69,0,No,No,No,Yes,No,No
1113844,100,8,0,45,75,90,21,42,66,237,6,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1113845,2,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1113846,5,8,0,0,0,0,0,0,0,0,1,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1113847,10,8,0,0,0,0,0,0,0,0,1,No,0,0.83,0.71,0,No,No,No,Yes,No,No
1113848,13,8,0,0,4,12,3,6,12,14,3,No,0,0.74,0.76,0,No,No,No,Yes,No,No
1113849,200,2,23,107,214,428,98,191,368,614,90,No,0,1,1,0,No,No,No,Yes,No,No
1113850,1164,8,686,784,1764,2254,366,1090,2030,3109,669,No,0,0.95,0.97,6,No,No,No,Yes,No,No
1113851,59,9,28,25,75,150,12,47,96,140,18,No,0,0.5,0.39,0,No,No,No,Yes,No,No
1113852,195,2,0,0,0,0,16,46,69,105,1,No,0,1,0.99,0,No,No,Yes,Yes,No,No
1113853,2,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.98,0,No,No,Yes,Yes,No,No
1113854,312,8,1,0,0,0,10,37,105,159,20,No,0,0.99,0.9,0,No,No,No,Yes,No,No
1113855,10,12,0,0,0,0,1,1,2,2,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1113856,0,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1113857,4,8,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1113858,20,2,0,54,83,112,10,28,49,66,6,No,0,0.76,0.81,0,No,No,No,Yes,No,No
1113859,105,8,57,300,575,850,83,257,494,724,122,No,0,0.7,0.61,0,No,No,No,Yes,No,No
1113860,121,2,0,0,0,0,0,0,5,5,0,No,0,0.98,0.98,0,No,No,Yes,Yes,No,No
1113861,16,8,0,0,8,16,3,7,30,43,0,No,0,0.88,0.74,0,No,No,No,Yes,No,No
1113862,12,9,0,0,0,0,0,1,1,1,2,No,0,0.34,0.41,0,No,No,No,Yes,No,No
1113863,14,8,0,20,20,40,3,10,22,28,0,No,0,1,1,0,No,No,No,Yes,No,No
1113864,2,2,0,0,1,2,0,1,2,2,0,No,0,0.1,0.13,0,No,No,No,Yes,No,No
1113865,282,8,1,0,0,0,5,17,42,73,17,No,0,0.85,0.82,0,Yes,No,No,Yes,No,No
1113866,649,2,0,0,0,0,0,0,0,0,0,No,0,0.34,0.68,0,No,No,No,Yes,No,No
1113867,-1,2,0,3,4,5,2,3,5,8,0,No,0,0.99,0.98,1,No,No,No,Yes,No,No
1113868,48,4,27,0,0,0,10,19,37,66,14,No,0,0.89,0.79,0,No,No,No,Yes,No,No
1113869,10,2,0,20,40,60,6,17,47,60,5,No,0,0,0,0,No,No,No,Yes,No,No
1113870,19,8,0,0,18,36,1,7,17,19,0,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1113871,60,2,12,47,94,141,14,43,90,146,20,No,0,0.95,0.97,0,No,No,No,Yes,No,No
1113872,94,9,0,18,18,126,0,0,0,0,0,No,0,0.1,0.27,0,No,No,Yes,Yes,No,No
1113873,3,8,0,0,0,0,0,0,0,1,1,No,0,0.15,0.34,0,No,No,No,Yes,No,No
1113874,20,2,0,45,99,153,16,42,80,111,10,No,0,0.81,0.88,0,No,No,No,Yes,No,Yes
1113875,17,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113876,202,2,28,0,70,140,28,78,142,217,32,No,0,0.84,0.75,0,No,No,No,Yes,No,No
1113877,18,9,0,0,20,30,3,9,23,42,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1113878,9,8,0,0,0,0,0,0,0,0,1,No,0,0.93,0.95,0,No,No,No,Yes,No,No
1113879,768,8,293,2262,4542,7050,2744,4647,6994,8799,493,No,0,0.52,0.53,0,No,No,No,Yes,No,No
1113880,4,10,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1113881,33,8,0,0,0,0,0,0,0,1,1,No,0,0.97,0.97,0,No,No,No,Yes,No,No
1113882,24,8,0,0,0,0,0,0,0,1,0,No,0,0.76,0.81,0,No,No,No,Yes,No,No
1113883,13,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1113884,340,8,0,0,0,0,1,19,30,40,2,No,0,0.94,0.88,0,No,No,No,Yes,No,No
1113885,3,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1113886,45,8,4,47,101,141,12,38,85,126,28,No,5,1,0.96,0,No,No,No,Yes,No,No
1113887,96,2,0,0,0,0,0,1,1,1,0,No,0,0.91,0.82,0,No,No,No,Yes,No,No
1113888,8,2,0,39,59,79,4,17,39,59,2,No,0,0.96,0.97,0,No,No,No,Yes,No,No
1113889,3,8,0,0,0,0,0,0,0,0,0,No,0,0.82,0.87,0,No,No,No,Yes,No,No
1113890,34,8,0,0,10,25,6,17,45,67,0,No,0,0.82,0.87,0,No,No,No,Yes,No,No
1113891,338,2,160,200,550,800,96,291,600,861,155,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1113892,97,12,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
1113893,2,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1113894,1,8,0,10,15,20,4,6,13,22,1,No,0,1,0.92,0,No,No,No,Yes,No,No
1113895,18,9,0,0,0,0,0,0,0,0,0,No,0,0.67,0.8,0,No,No,No,Yes,No,No
1113896,0,8,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
1113897,1,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113898,52,52,0,0,0,0,0,0,0,0,1,No,0,1,0.99,0,Yes,No,No,No,No,No
1113899,8,8,0,0,0,0,0,0,1,5,0,No,0,0.15,0.34,0,No,No,No,Yes,No,No
1113900,0,12,0,3,4,5,1,3,5,5,0,No,0,0.82,0.79,0,Yes,No,No,No,No,Yes
1113901,48,8,0,26,56,86,10,26,81,95,4,No,0,0.99,0.97,0,No,No,No,Yes,No,No
1113902,0,9,0,2,3,4,1,2,4,4,0,No,0,0.86,0.69,0,No,No,No,Yes,No,No
1113903,8,8,0,0,0,0,0,0,0,0,0,No,0,0.8,0.92,0,No,No,No,Yes,No,No
1113904,9,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1113905,1,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,No,No,No,Yes,No,No
1113906,47,8,14,6,18,30,5,22,45,76,13,No,0,0.95,0.97,0,No,No,No,Yes,No,No
1113907,2,9,0,0,0,0,0,0,0,0,0,No,0,0.86,0.69,0,No,No,No,Yes,No,No
1113908,7,8,0,0,0,0,0,0,0,0,0,No,0,0.6,0.43,0,No,No,No,Yes,No,No
1113909,3,12,0,0,0,0,0,0,0,1,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113910,10,9,0,0,0,0,0,0,0,1,1,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1113911,18,8,6,27,39,41,5,19,37,46,5,No,0,0.93,0.95,0,No,No,No,Yes,No,No
1113912,601,8,111,738,1674,2838,349,1097,2183,3327,43,No,0,0.93,0.93,0,No,No,No,Yes,No,No
1113913,2,10,0,0,1,3,0,1,1,2,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1113914,3,8,0,20,30,40,6,16,29,33,0,No,0,0.96,0.98,0,No,No,No,Yes,No,No
1113915,1,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.97,0,No,No,No,Yes,No,No
1113916,2,12,0,0,0,0,1,1,2,2,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113917,12,2,0,0,0,4,2,3,9,13,0,No,0,-99,-99,0,No,No,No,Yes,No,No
1113918,3,8,0,0,0,0,0,0,0,0,1,No,0,0.96,0.97,0,No,No,No,Yes,No,No
1113919,47,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1113920,7,2,0,0,0,0,0,0,1,1,0,No,0,0.92,0.95,0,No,No,No,Yes,No,No
1113921,2,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1113922,0,8,0,0,0,0,0,0,0,0,0,No,0,0.87,0.92,0,No,No,No,Yes,No,No
1113923,3,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113924,53,2,0,0,0,0,3,6,10,12,0,No,0,0.96,0.93,0,No,No,No,Yes,No,No
1113925,263,8,44,70,270,414,42,156,359,603,100,No,0,0.29,0.43,0,No,No,No,Yes,No,No
1113926,11,10,0,0,5,5,0,1,1,5,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1113927,19,2,0,0,0,0,0,0,0,1,1,No,0,0.98,0.78,0,Yes,No,No,Yes,No,No
1113928,34,3,0,0,0,0,1,2,16,24,0,No,0,0.5,0.39,0,Yes,No,No,Yes,No,No
1113929,2,2,0,3,6,9,1,4,6,12,0,No,0,0.9,0.93,0,No,No,No,Yes,No,No
1113930,11,2,0,0,0,0,0,4,5,5,0,No,0,-99,0,0,No,No,No,Yes,No,No
1113931,1546,8,0,981,1849,3199,434,1023,2029,3235,513,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1113932,79,8,0,0,0,0,1,2,20,22,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1113933,98,8,0,0,0,0,1,8,13,18,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1113934,24,4,0,132,132,132,0,20,22,23,2,No,0,0.22,0.11,0,Yes,No,No,Yes,No,No
1113935,7,8,0,0,0,0,0,0,0,1,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1113936,42,8,0,0,0,0,2,3,9,13,0,No,0,0.48,0.53,0,No,No,No,Yes,No,No
1113937,60,8,0,0,44,44,7,23,44,75,12,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113938,21,8,0,11,23,35,5,10,30,49,6,No,0,0.99,0.97,0,No,No,No,Yes,No,No
1113939,16,12,0,0,0,5,0,1,5,8,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113940,68,8,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1113941,285,52,0,0,0,0,11,22,38,65,18,No,0,0.99,0.93,0,Yes,No,No,No,No,No
1113942,96,,0,0,0,0,0,0,0,0,0,No,0,-99,-99,0,Yes,No,No,No,No,No
1113943,3,9,0,0,0,0,0,0,0,0,1,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1113944,70,10,8,0,19,48,20,50,97,131,21,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1113945,33,12,0,0,0,0,1,3,14,20,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113946,9,8,0,0,0,0,0,0,2,2,0,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1113947,32,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
1113948,10,4,0,0,0,0,0,0,0,0,1,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1113949,4,8,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,No,No,Yes,Yes,No,No
1113950,10,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,No,No,No,Yes,No,No
1113951,35,8,0,0,0,0,0,0,0,2,1,No,0,0.98,0.93,0,No,No,No,Yes,No,No
1113952,1,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,No,No,No,Yes,No,No
1113953,0,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.95,0,No,No,No,Yes,No,No
1113954,1239,2,419,2240,4704,7280,796,2670,5288,8025,709,No,0,1,1,0,No,No,No,Yes,No,No
1113955,229,2,117,481,913,1348,170,396,674,1031,195,No,0,0.9,0.88,0,No,No,No,Yes,No,No
1113956,7,9,0,0,6,12,1,6,11,16,0,No,0,0.98,0.9,0,No,No,No,Yes,No,No
1113957,10,8,0,0,0,0,0,0,0,0,1,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1113958,4,8,0,20,30,40,1,10,21,22,2,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1113959,194,2,0,0,0,0,12,39,72,100,0,No,0,1,0.87,0,No,No,Yes,Yes,No,No
1113960,3,2,3,66,111,174,30,88,131,131,3,No,7,0.64,0.35,0,No,No,Yes,Yes,No,No
1113961,0,8,0,0,0,0,0,0,0,0,0,No,0,0.93,0.92,0,No,No,No,Yes,No,No
1113962,11,8,0,0,5,10,0,3,11,15,0,No,0,0.95,0.97,0,No,No,No,Yes,No,No
1113963,86,2,0,0,0,0,0,0,0,6,1,No,0,0.98,0.95,0,Yes,No,No,Yes,No,No
1113964,4,12,0,1,1,1,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1113965,2,9,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1113966,246,2,0,0,0,0,0,0,0,2,15,No,0,0.75,0.5,0,Yes,No,No,Yes,No,No
1113967,1,2,1,1,2,3,0,1,1,3,1,No,0,0.9,0.94,0,No,No,No,Yes,No,No
1113968,7,4,0,0,0,0,0,0,0,0,1,No,0,0.22,0.11,0,Yes,No,No,Yes,No,No
1113969,3,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,Yes,Yes,No,No
1113970,2,9,0,0,0,0,0,0,0,0,0,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1113971,30,52,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,No,No,No,Yes,No,No
1113972,25,2,0,42,102,138,4,22,45,85,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1113973,99,8,0,0,0,0,1,3,6,8,3,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1113974,2,8,0,0,0,0,0,0,0,0,1,No,0,0.96,0.97,0,No,No,No,Yes,No,No
1113975,380,8,178,227,512,668,102,272,561,884,115,No,0,0.07,0.13,0,No,No,No,Yes,No,No
1113976,31,2,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
1113977,0,9,0,1,1,1,0,0,0,0,0,No,0,0.69,0.68,0,Yes,No,Yes,Yes,No,No
1113978,2,8,0,0,0,0,0,0,0,1,1,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1113979,85,8,3,53,125,197,13,43,97,208,19,No,0,0.79,0.66,0,No,No,No,Yes,No,No
1113980,3,9,0,0,0,0,0,0,0,0,1,No,0,0.34,0.41,0,No,No,No,Yes,No,No
1113981,4,8,0,0,0,0,0,0,0,0,0,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1113982,5,12,0,0,0,0,0,0,0,0,0,No,0,0.86,0.89,0,No,No,No,Yes,No,No
1113983,3,10,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1113984,10,8,0,0,0,0,0,0,0,0,0,No,0,0.89,0.88,0,No,No,No,Yes,No,No
1113985,474,12,0,0,0,0,7,79,136,159,18,No,0,0.98,0.95,0,No,No,No,Yes,No,No
1113986,130,8,0,0,0,0,0,0,1,1,0,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1113987,400,12,20,432,972,1512,149,470,924,1411,141,No,0,1,0.99,3,No,No,No,Yes,No,No
1113988,2,9,0,0,0,0,0,0,0,0,0,No,0,0.69,0.68,0,No,No,Yes,Yes,No,No
1113989,3,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1113990,15,10,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1113991,33,8,0,0,0,0,0,0,0,0,0,No,0,0.93,0.97,0,No,No,No,Yes,No,No
1113992,6,8,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1113993,38,4,0,0,0,0,2,3,5,5,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
1113994,5,8,0,91,157,223,7,43,80,135,10,No,0,0.96,0.94,0,No,No,No,Yes,No,No
1113995,16,8,0,0,5,5,0,3,7,10,6,No,0,1,0.99,0,No,No,No,Yes,No,No
1113996,0,9,0,22,42,62,6,18,28,38,4,No,0,0.69,0.68,0,No,No,No,Yes,No,Yes
1113997,21,8,24,0,0,24,6,20,32,38,4,No,0,0.96,0.97,0,No,No,No,Yes,No,No
1113998,142,8,6,60,120,180,29,80,161,253,37,No,0,0.99,0.93,0,No,No,No,Yes,No,No
1113999,269,8,13,828,1476,2100,195,538,1071,1646,105,No,0,1,0.95,0,No,No,No,Yes,No,No
1114000,166,8,0,0,0,0,12,23,40,44,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1114001,12,8,0,0,0,0,0,0,0,0,0,No,0,0.91,0.93,0,No,No,No,Yes,No,No
1114002,246,2,58,200,500,700,92,243,474,659,82,No,0,0.97,0.96,0,No,No,No,Yes,No,No
1114003,13,2,0,20,44,72,2,6,14,38,0,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1114004,222,8,0,0,0,0,1,3,9,20,2,No,0,0.58,0.7,0,No,No,No,Yes,No,No
1114005,10,2,0,0,0,0,2,6,8,8,0,No,0,0.87,0.95,0,No,No,No,Yes,No,No
1114006,12,4,0,0,0,0,0,0,0,0,0,No,0,0.69,0.68,0,No,No,No,Yes,No,No
1114007,2,12,0,0,0,0,0,0,0,0,0,No,0,0.62,0.73,0,No,No,No,Yes,No,No
1114008,11,2,0,0,0,0,0,1,4,6,1,No,0,0.99,0.9,0,Yes,No,No,Yes,No,No
1114009,94,8,12,120,228,360,29,89,149,224,41,No,0,1,1,0,No,No,No,Yes,No,No
1114010,281,2,24,336,672,1032,86,245,465,616,107,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
1114011,10,8,0,0,0,0,0,0,0,0,2,No,0,-99,-99,0,No,No,No,Yes,No,No
1114012,10,8,0,0,0,0,0,0,0,0,2,No,0,-99,-99,0,No,No,No,Yes,No,No
1114013,616,12,0,0,0,0,33,93,199,356,49,No,0,-99,-99,0,No,No,No,Yes,No,No
1114014,38,8,0,0,0,0,1,1,1,1,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
1114015,29,16,0,0,0,0,0,0,2,3,4,No,0,0.77,0.59,0,No,No,No,Yes,No,No
1114016,343,,0,0,0,0,2,3,3,3,1,No,0,-99,-99,0,Yes,No,No,Yes,No,No
1114017,4,8,0,0,0,0,0,0,0,0,0,No,0,0.78,0.82,0,No,No,No,Yes,No,No
1114018,1800,8,0,0,0,0,0,2,3,3,0,No,0,0.94,0.93,0,No,No,No,Yes,No,No
1114019,101,8,0,0,0,0,0,0,0,0,0,No,0,0.96,0.94,0,No,No,No,Yes,No,No
1114020,1,12,0,0,0,0,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1114021,517,12,0,0,0,0,0,0,0,0,0,No,0,0.93,0.88,0,No,No,Yes,Yes,No,No
1114022,0,2,0,4,7,8,0,0,0,0,0,No,0,0.82,0.79,0,No,No,No,Yes,No,No
1114023,1,,0,0,0,0,0,2,4,5,1,No,0,-99,-99,0,No,No,No,Yes,No,No
1114024,147,4,93,216,432,576,56,163,288,411,61,No,0,0.66,0.64,0,No,No,No,Yes,No,No
1114025,18,8,0,0,0,0,0,0,0,0,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
1114026,90,2,0,0,0,0,0,0,0,0,0,No,0,1,0.99,0,No,No,No,Yes,No,No
1114027,3,2,0,1,1,1,0,0,0,0,1,No,0,0.77,0.89,0,Yes,No,No,Yes,No,No
1114028,7,8,0,0,0,0,0,0,0,0,1,No,0,0.46,0.35,0,No,No,No,Yes,No,No
1114029,6,9,0,0,0,0,0,0,0,0,0,No,0,0.69,0.68,0,No,No,Yes,Yes,No,No
1114030,3,8,0,0,1,2,0,0,2,4,0,No,0,1,0.93,0,No,No,Yes,Yes,No,No
1114031,1,2,0,10,10,10,1,1,1,1,0,No,0,1,0.99,0,No,No,No,Yes,No,Yes
